ptype,pdtype,stype,ltype,issue,,,,,,,,get1_hz,get1_level,get2_hz,get2_level,get3_hz,get3_level,get4_hz,get4_level,get5_hz,get5_level,get6_hz,get6_level,get7_hz,get7_level,get8_hz,get8_level,get9_hz,get9_level,get10_hz,get10_level,0hz,10hz,20hz,30hz,40hz,50hz,60hz,70hz,80hz,90hz,100hz,110hz,120hz,130hz,140hz,150hz,160hz,170hz,180hz,190hz,200hz,210hz,220hz,230hz,240hz,250hz,260hz,270hz,280hz,290hz,300hz,310hz,320hz,330hz,340hz,350hz,360hz,370hz,380hz,390hz,400hz,410hz,420hz,430hz,440hz,450hz,460hz,470hz,480hz,490hz,500hz,510hz,520hz,530hz,540hz,550hz,560hz,570hz,580hz,590hz,600hz,610hz,620hz,630hz,640hz,650hz,660hz,670hz,680hz,690hz,700hz,710hz,720hz,730hz,740hz,750hz,760hz,770hz,780hz,790hz,800hz,810hz,820hz,830hz,840hz,850hz,860hz,870hz,880hz,890hz,900hz,910hz,920hz,930hz,940hz,950hz,960hz,970hz,980hz,990hz,1000hz,1010hz,1020hz,1030hz,1040hz,1050hz,1060hz,1070hz,1080hz,1090hz,1100hz,1110hz,1120hz,1130hz,1140hz,1150hz,1160hz,1170hz,1180hz,1190hz,1200hz,1210hz,1220hz,1230hz,1240hz,1250hz,1260hz,1270hz,1280hz,1290hz,1300hz,1310hz,1320hz,1330hz,1340hz,1350hz,1360hz,1370hz,1380hz,1390hz,1400hz,1410hz,1420hz,1430hz,1440hz,1450hz,1460hz,1470hz,1480hz,1490hz,1500hz,1510hz,1520hz,1530hz,1540hz,1550hz,1560hz,1570hz,1580hz,1590hz,1600hz,1610hz,1620hz,1630hz,1640hz,1650hz,1660hz,1670hz,1680hz,1690hz,1700hz,1710hz,1720hz,1730hz,1740hz,1750hz,1760hz,1770hz,1780hz,1790hz,1800hz,1810hz,1820hz,1830hz,1840hz,1850hz,1860hz,1870hz,1880hz,1890hz,1900hz,1910hz,1920hz,1930hz,1940hz,1950hz,1960hz,1970hz,1980hz,1990hz,2000hz,2010hz,2020hz,2030hz,2040hz,2050hz,2060hz,2070hz,2080hz,2090hz,2100hz,2110hz,2120hz,2130hz,2140hz,2150hz,2160hz,2170hz,2180hz,2190hz,2200hz,2210hz,2220hz,2230hz,2240hz,2250hz,2260hz,2270hz,2280hz,2290hz,2300hz,2310hz,2320hz,2330hz,2340hz,2350hz,2360hz,2370hz,2380hz,2390hz,2400hz,2410hz,2420hz,2430hz,2440hz,2450hz,2460hz,2470hz,2480hz,2490hz,2500hz,2510hz,2520hz,2530hz,2540hz,2550hz,2560hz,2570hz,2580hz,2590hz,2600hz,2610hz,2620hz,2630hz,2640hz,2650hz,2660hz,2670hz,2680hz,2690hz,2700hz,2710hz,2720hz,2730hz,2740hz,2750hz,2760hz,2770hz,2780hz,2790hz,2800hz,2810hz,2820hz,2830hz,2840hz,2850hz,2860hz,2870hz,2880hz,2890hz,2900hz,2910hz,2920hz,2930hz,2940hz,2950hz,2960hz,2970hz,2980hz,2990hz,3000hz,3010hz,3020hz,3030hz,3040hz,3050hz,3060hz,3070hz,3080hz,3090hz,3100hz,3110hz,3120hz,3130hz,3140hz,3150hz,3160hz,3170hz,3180hz,3190hz,3200hz,3210hz,3220hz,3230hz,3240hz,3250hz,3260hz,3270hz,3280hz,3290hz,3300hz,3310hz,3320hz,3330hz,3340hz,3350hz,3360hz,3370hz,3380hz,3390hz,3400hz,3410hz,3420hz,3430hz,3440hz,3450hz,3460hz,3470hz,3480hz,3490hz,3500hz,3510hz,3520hz,3530hz,3540hz,3550hz,3560hz,3570hz,3580hz,3590hz,3600hz,3610hz,3620hz,3630hz,3640hz,3650hz,3660hz,3670hz,3680hz,3690hz,3700hz,3710hz,3720hz,3730hz,3740hz,3750hz,3760hz,3770hz,3780hz,3790hz,3800hz,3810hz,3820hz,3830hz,3840hz,3850hz,3860hz,3870hz,3880hz,3890hz,3900hz,3910hz,3920hz,3930hz,3940hz,3950hz,3960hz,3970hz,3980hz,3990hz,4000hz,4010hz,4020hz,4030hz,4040hz,4050hz,4060hz,4070hz,4080hz,4090hz,4100hz,4110hz,4120hz,4130hz,4140hz,4150hz,4160hz,4170hz,4180hz,4190hz,4200hz,4210hz,4220hz,4230hz,4240hz,4250hz,4260hz,4270hz,4280hz,4290hz,4300hz,4310hz,4320hz,4330hz,4340hz,4350hz,4360hz,4370hz,4380hz,4390hz,4400hz,4410hz,4420hz,4430hz,4440hz,4450hz,4460hz,4470hz,4480hz,4490hz,4500hz,4510hz,4520hz,4530hz,4540hz,4550hz,4560hz,4570hz,4580hz,4590hz,4600hz,4610hz,4620hz,4630hz,4640hz,4650hz,4660hz,4670hz,4680hz,4690hz,4700hz,4710hz,4720hz,4730hz,4740hz,4750hz,4760hz,4770hz,4780hz,4790hz,4800hz,4810hz,4820hz,4830hz,4840hz,4850hz,4860hz,4870hz,4880hz,4890hz,4900hz,4910hz,4920hz,4930hz,4940hz,4950hz,4960hz,4970hz,4980hz,4990hz,5000hz,5010hz,5020hz,5030hz,5040hz,5050hz,5060hz,5070hz,5080hz,5090hz,5100hz,5110hz,5120hz
0,3,2,1,미세누수음(지점X),,,,,,,,390,591,390,605,390,622,370,428,360,532,390,669,390,643,360,503,360,423,390,546,0,2,2,2,2,2,2,2,2,2,2,4,2,4,4,4,6,8,10,12,18,12,14,14,14,25,31,39,49,144,140,70,74,107,132,199,392,294,253,524,175,121,76,55,49,47,49,43,64,51,29,21,18,12,12,12,10,8,8,4,4,4,4,2,4,2,4,6,6,4,4,4,4,2,4,4,4,6,4,4,4,4,4,4,2,4,4,4,4,4,4,6,4,6,8,8,10,10,12,12,14,16,21,16,25,33,23,31,31,33,37,39,39,41,41,33,31,29,21,18,16,16,12,12,12,10,10,8,6,6,4,4,6,6,4,2,4,4,2,2,2,4,4,2,4,2,2,2,2,2,2,2,2,2,2,4,2,2,4,4,2,4,4,4,4,4,4,6,4,4,4,6,6,6,4,6,6,8,8,8,8,8,8,10,8,10,10,10,10,10,8,8,8,6,6,6,6,6,6,4,4,4,4,4,4,2,4,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,4,2,4,2,4,4,4,4,4,4,4,4,4,4,6,4,4,4,4,4,4,4,2,4,4,2,2,2,2,4,2,2,4,4,4,2,4,4,2,2,4,4,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,4,2,2,2,2,2,2,2,4,2,2,2,2,2,2
0,3,2,3,기타음,,,,,,,,340,727,340,669,340,741,340,628,340,576,340,621,340,604,340,666,340,806,340,516,0,8,8,8,8,10,10,8,10,8,10,10,13,13,10,13,13,13,8,15,13,15,18,18,23,31,23,36,54,59,64,85,90,223,655,254,144,159,121,113,92,74,46,36,28,23,21,23,21,18,23,15,18,18,21,18,13,13,13,10,10,10,13,13,10,13,10,15,10,13,15,10,10,13,13,13,13,10,13,18,10,13,10,13,10,10,10,13,13,10,10,13,15,13,18,15,18,21,23,23,23,33,49,36,28,33,28,33,26,31,21,18,23,18,18,18,21,21,21,21,18,21,21,23,23,15,15,15,15,15,15,15,15,15,15,15,15,15,18,15,15,21,15,15,15,18,13,18,15,13,15,13,15,13,10,13,13,10,13,13,13,13,13,13,13,13,15,15,15,13,18,18,18,15,15,18,18,18,21,15,21,21,21,23,18,21,21,23,23,18,21,21,21,18,18,21,15,15,18,15,18,18,15,18,18,18,23,23,26,33,33,31,26,23,21,18,15,18,15,15,18,15,15,15,13,13,13,13,10,10,10,13,10,10,13,10,10,10,13,13,13,13,13,10,15,13,13,13,15,13,13,15,13,15,15,13,15,18,15,15,15,18,15,15,13,15,13,13,13,13,15,15,18,21,18,28,39,67,95,82,80,59,41,33,28,26,21,18,18,15,15,21,15,15,18,13,13,15,15,13,13,13,13,13,13,13,15,10,10,10,13,13,13,13,10,15,15,15,18,18,21,18,21,18,23,18,15,15,15,15,15,13,15,13,13,15,13,13,18,15,15,15,18,15,21,21,28,23,21,23,18,18,18,23,21,23,26,26,23,26,28,28,28,33,31,31,31,23,26,23,21,18,23,18,18,15,21,18,21,18,15,18,18,18,18,15,21,13,18,15,18,18,13,18,15,18,15,13,15,18,21,21,21,23,23,28,31,28,41,44,39,39,39,49,44,46,49,49,46,49,51,57,51,51,51,57,59,62,82,77,74,85,90,87,80,82,67,59,44,44,33,28,26,21,21,18,18,18,13,15,13,15,13,13,10,13,13,10,10,13,10,10,13,13,10,13,10,13,13,10,13,10,13,13,13,18,13,13,15,15,15,18,15,21,18,15,15,21,21,23,21,18,23,23,26,26,28,33,33,39,39,44,44,33,36,31,28,26,23,23,15,18,13
0,3,2,1,미세누수음(지점X),,,,,,,,330,794,340,607,330,610,330,496,330,558,340,476,340,631,340,865,340,633,340,517,0,2,2,2,4,2,4,4,2,4,6,4,4,6,4,6,8,11,19,21,27,25,19,19,19,23,29,32,38,57,80,124,255,510,537,221,190,137,88,65,46,29,29,23,21,15,21,19,15,13,15,15,15,13,15,17,17,11,8,4,2,4,4,4,6,6,8,8,8,11,8,13,13,19,15,15,8,8,4,6,4,4,4,4,6,6,8,8,8,8,6,6,8,11,11,13,17,23,32,42,57,53,53,40,34,23,23,17,11,11,8,8,4,8,6,6,4,6,4,6,6,6,6,4,2,4,4,2,4,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,2,4,4,2,2,2,4,4,4,4,2,4,4,4,4,4,4,4,6,8,11,8,13,11,8,11,6,8,6,6,6,4,4,4,4,4,2,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,6,4,4,6,4,4,4,2,4,4,4,4,4,4,4,4,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,4,4,2,4,4,4,4,2,2,2,2,2,2,4,2,2,2,2,2,4,2,4,2,2,2,4,2,2,4,4,6,6,11,13,13,11,11,11,11,8,6,4,4,4,4,2,2,2,2,2,2,2,2,2,4,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,4,2,2,2,2,2,2,2,2,2,2,4,2,2,4,2,2,2,2,2,2,2,2,2,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,4,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
0,3,2,3,기타진동,,,,,,,,360,663,360,602,360,636,360,437,360,347,360,128,360,587,360,479,360,523,360,110,0,2,4,2,4,4,4,4,2,4,5,9,9,12,7,5,4,4,7,7,5,7,11,16,19,14,12,11,14,18,23,37,46,73,145,279,451,205,80,64,41,27,23,18,16,12,11,7,7,7,7,7,7,4,4,4,4,4,4,5,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,5,5,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,7,7,14,21,32,25,18,11,9,7,5,5,4,4,5,4,4,5,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,4,5,7,7,7,5,5,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,4,4,4,4,4,4,5,4,4,4,5,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,5,4,4,4,5,4,4,4,4,5,4,4,4,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,5,4,4
0,3,2,3,기타음,,,,,,,,370,866,370,730,370,659,370,871,370,975,370,834,370,946,370,1036,370,722,370,600,0,0,0,0,0,0,0,0,3,3,10,16,55,26,16,6,6,6,6,10,19,10,10,6,6,6,13,23,32,26,26,29,36,45,68,120,233,824,410,158,94,61,42,32,19,16,19,13,10,6,3,3,3,6,10,10,3,3,3,3,6,13,19,13,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,16,16,6,6,3,3,3,3,6,6,3,3,3,3,6,6,10,10,3,6,6,10,16,26,48,94,97,42,26,16,10,6,6,3,6,6,3,3,3,3,0,3,3,3,3,3,3,3,3,6,6,6,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,6,6,3,3,3,3,3,3,3,0,3,0,3,0,3,3,3,3,3,3,3,3,3,6,16,19,23,19,10,6,3,3,3,3,3,0,3,3,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,3,3,6,6,3,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,2,2,전기/기계음,,,,,,,,380,873,380,880,380,1117,380,1182,380,1042,380,686,380,1065,380,854,380,862,380,1196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4,19,23,8,4,4,8,15,15,15,15,19,31,57,61,54,65,80,195,976,410,149,111,73,54,38,31,15,11,11,15,11,8,4,4,8,15,15,8,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,8,11,11,4,4,4,8,11,8,8,8,11,15,27,23,27,34,65,134,145,65,31,19,19,19,15,11,8,4,8,8,4,4,4,4,8,8,8,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,4,8,4,4,4,4,4,4,4,4,4,8,11,15,11,15,19,38,54,31,19,15,11,11,8,8,4,4,4,4,4,4,4,4,4,4,4,4,0,0,4,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,4,4,4,0,4,4,4,8,8,4,8,11,19,15,11,8,4,4,4,4,4,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,4,4,4,4,4,8,4,4,8,8,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4
0,1,2,2,감압변 진동,,,,,,,,340,1169,340,681,340,878,340,1044,340,934,340,1010,340,672,340,993,340,1093,340,1030,0,0,4,0,4,4,4,4,4,4,4,4,4,7,11,7,7,7,7,7,7,7,7,7,7,11,19,26,37,52,63,82,142,235,950,387,171,123,75,56,37,22,15,11,7,7,11,7,7,7,7,7,7,7,11,7,7,4,4,4,4,7,7,4,4,4,4,0,0,4,0,0,4,4,4,4,4,4,4,4,4,7,7,7,7,4,7,7,4,7,7,7,7,7,7,11,15,19,22,37,56,86,160,134,78,52,37,19,19,11,11,7,7,7,7,7,7,7,7,7,4,7,7,4,7,7,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,7,4,4,4,4,4,7,4,4,7,7,7,7,7,15,15,22,34,37,52,56,45,37,22,19,15,7,7,7,7,4,7,7,7,4,7,4,4,4,4,4,4,4,4,4,7,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,7,11,11,11,11,19,22,26,26,22,19,15,15,11,7,4,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,0,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,4,7,7,7,11,11,11,11,15,11,11,11,11,7,7,7,7,4,7,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,0,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,4,7,7,11,7,11,11,11,11,11,11,7,7,7,4,7,4,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,0,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,4,4,7,4,7,7,7,7,7,7,11,15,15,11,11,11,7,11,7,7,7,7,7,4,4,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,4,7,7,7,11,11,11,15,15,15,15
0,1,2,0,옥내사용음,,,,,,,,350,651,360,936,350,802,350,727,360,712,350,1020,350,776,360,756,360,731,360,739,0,0,0,0,0,0,0,0,0,0,3,3,5,5,5,8,13,8,8,8,16,16,13,21,24,24,32,37,48,51,51,69,80,144,229,679,634,229,149,93,56,51,43,43,35,27,21,19,16,13,16,11,11,8,8,8,8,3,5,3,3,3,3,3,3,3,3,0,3,3,0,0,0,0,0,0,3,0,3,0,3,3,3,3,3,3,5,8,5,5,8,8,11,8,13,13,13,16,19,19,24,27,40,40,51,69,117,117,72,56,40,32,24,24,16,13,13,13,11,8,8,8,8,5,5,5,5,5,3,3,3,3,3,3,3,3,0,0,0,0,3,3,0,0,0,0,0,0,3,0,0,0,3,3,3,3,3,3,5,5,3,5,5,5,5,8,8,8,11,11,13,16,13,19,19,24,32,37,43,32,21,21,19,16,13,11,8,8,8,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,8,8,11,11,8,13,16,16,13,11,8,8,8,5,5,5,3,3,3,3,3,3,3,3,3,3,3,0,3,0,0,3,0,3,3,3,3,3,0,0,0,3,3,0,0,0,0,0,3,0,0,0,3,0,3,0,3,0,0,0,0,3,0,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,0,3,3,0,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,0,3,3,3,3,3,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,3,0,3,3,3,3,3,0,0,3,0,0,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,3,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,8,5,5,5,5,5,5,3,5,3,5,3,5,3,3,3,3,3,3,3,3,3
0,1,2,2,감압변 진동,,,,,,,,380,835,380,682,390,496,380,641,370,664,380,701,380,665,380,654,380,851,380,611,0,3,0,0,0,0,0,0,3,3,3,3,5,3,5,5,5,5,10,8,13,10,10,13,15,15,15,20,25,33,36,56,76,92,138,145,288,408,650,359,201,145,115,74,61,46,46,38,25,25,18,15,13,10,10,13,13,10,8,5,8,5,5,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,0,3,3,0,3,3,3,3,3,3,3,5,3,5,5,5,5,8,8,8,8,13,10,13,15,20,23,25,33,33,51,51,66,74,94,97,66,54,51,48,28,28,25,23,18,18,15,10,10,8,8,8,8,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,5,8,8,8,10,13,15,15,18,20,23,25,28,28,33,31,25,23,20,20,15,13,13,13,8,8,8,5,5,5,5,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,0,3,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,8,8,8,10,10,10,10,13,10,10,10,10,8,8,8,8,8,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,3,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,3,3,3,5,3,3,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,0,3,3,3,3,0,3,3,3,3,0,3,0,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,8,5,5,5,5,5,5,5,5,5,5,5,3,5,3,3,5,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,3,0,3,3,0,3,0,3,0,3,3,3,3,3,3,3,3,3,3
0,3,2,2,전기/기계음,,,,,,,,370,243,380,110,370,188,370,152,370,179,370,267,360,210,350,234,350,212,350,187,0,4,4,5,4,3,4,4,4,4,5,4,3,3,4,4,3,3,4,3,4,5,7,5,6,9,19,7,9,9,17,25,44,62,124,157,121,169,99,33,24,62,76,20,11,8,15,11,7,6,5,5,7,9,9,6,7,11,9,6,5,5,6,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,5,4,6,5,4,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,6,5,5,5,5,5,6,5,5,6,4,5,5,5,5,6,5,5,6,5,5,6,6,5,6,5,5,5,6,5,5,5,5,5,5,5,5,4,5,5,7,6,4,5,6,5,5,5,5,5,5,5,5,4,5,6,5,5,5,6,5,5,6,6,5,5,5,6,5,6,5,6,6,5,6,5,6,5,6,5,5,5,5,5,6,5,6,5,5,5,5,5,5,5,5,5,5,6,5,5,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,6,5,5,5,5,5,5,5,6,6,6,5,5,5,5,6,6,7,5,4,6,5,5,5,5,5,5,5,5,5,5,6,5,5,5,6,5,6,7,5,6,5,6,4,5,5,5,6,5,5,6,5,6,5,6,5,5,5,6,5,5,6,5,5,5,5,5,5,5,6,5,6,6,5,5,4,5,6,5,5,5,6,5,5,6,5,6,5,5,5,5,5,6,5,5,6,5,5,6,5,5,5,5,5,5,5,6,5,5,6,6,5,7,5,5,5,5,5,6,5,5,6,6,5,7,6,7,5,5,6,7,6,5,5,5,6,5,5,5,6,5,5,6,5,6,5,6,5,6,5,5,6,6,5,5,5,6,6,6,6,5,5,7,5,5,5,6,5,6,5,5,5,6,6,5,6,5,5,5,5,5,5,6,6,6,5,5,6,6,6,5,6,5,5,6,6,5,4,6,5,6,6,5,5,5,5,5,6,5,6,5,5,5,5,5,5,6,4,5,6,5,7,6,5,5,5,5,5,5,5,5,6,6,5,5,7,5,5,5,5,5,7,6,5,5,6,6,5,5,6,6,6,6,5,5,5,5,5,6,6,6,6,5,6,5,5,6,5,7,5,6,6,6,5,5,7,5,6,5,6,6,5,6,7,6
