ptype,pdtype,stype,ltype,issue,,,,,,,,get1_hz,get1_level,get2_hz,get2_level,get3_hz,get3_level,get4_hz,get4_level,get5_hz,get5_level,get6_hz,get6_level,get7_hz,get7_level,get8_hz,get8_level,get9_hz,get9_level,get10_hz,get10_level,0hz,10hz,20hz,30hz,40hz,50hz,60hz,70hz,80hz,90hz,100hz,110hz,120hz,130hz,140hz,150hz,160hz,170hz,180hz,190hz,200hz,210hz,220hz,230hz,240hz,250hz,260hz,270hz,280hz,290hz,300hz,310hz,320hz,330hz,340hz,350hz,360hz,370hz,380hz,390hz,400hz,410hz,420hz,430hz,440hz,450hz,460hz,470hz,480hz,490hz,500hz,510hz,520hz,530hz,540hz,550hz,560hz,570hz,580hz,590hz,600hz,610hz,620hz,630hz,640hz,650hz,660hz,670hz,680hz,690hz,700hz,710hz,720hz,730hz,740hz,750hz,760hz,770hz,780hz,790hz,800hz,810hz,820hz,830hz,840hz,850hz,860hz,870hz,880hz,890hz,900hz,910hz,920hz,930hz,940hz,950hz,960hz,970hz,980hz,990hz,1000hz,1010hz,1020hz,1030hz,1040hz,1050hz,1060hz,1070hz,1080hz,1090hz,1100hz,1110hz,1120hz,1130hz,1140hz,1150hz,1160hz,1170hz,1180hz,1190hz,1200hz,1210hz,1220hz,1230hz,1240hz,1250hz,1260hz,1270hz,1280hz,1290hz,1300hz,1310hz,1320hz,1330hz,1340hz,1350hz,1360hz,1370hz,1380hz,1390hz,1400hz,1410hz,1420hz,1430hz,1440hz,1450hz,1460hz,1470hz,1480hz,1490hz,1500hz,1510hz,1520hz,1530hz,1540hz,1550hz,1560hz,1570hz,1580hz,1590hz,1600hz,1610hz,1620hz,1630hz,1640hz,1650hz,1660hz,1670hz,1680hz,1690hz,1700hz,1710hz,1720hz,1730hz,1740hz,1750hz,1760hz,1770hz,1780hz,1790hz,1800hz,1810hz,1820hz,1830hz,1840hz,1850hz,1860hz,1870hz,1880hz,1890hz,1900hz,1910hz,1920hz,1930hz,1940hz,1950hz,1960hz,1970hz,1980hz,1990hz,2000hz,2010hz,2020hz,2030hz,2040hz,2050hz,2060hz,2070hz,2080hz,2090hz,2100hz,2110hz,2120hz,2130hz,2140hz,2150hz,2160hz,2170hz,2180hz,2190hz,2200hz,2210hz,2220hz,2230hz,2240hz,2250hz,2260hz,2270hz,2280hz,2290hz,2300hz,2310hz,2320hz,2330hz,2340hz,2350hz,2360hz,2370hz,2380hz,2390hz,2400hz,2410hz,2420hz,2430hz,2440hz,2450hz,2460hz,2470hz,2480hz,2490hz,2500hz,2510hz,2520hz,2530hz,2540hz,2550hz,2560hz,2570hz,2580hz,2590hz,2600hz,2610hz,2620hz,2630hz,2640hz,2650hz,2660hz,2670hz,2680hz,2690hz,2700hz,2710hz,2720hz,2730hz,2740hz,2750hz,2760hz,2770hz,2780hz,2790hz,2800hz,2810hz,2820hz,2830hz,2840hz,2850hz,2860hz,2870hz,2880hz,2890hz,2900hz,2910hz,2920hz,2930hz,2940hz,2950hz,2960hz,2970hz,2980hz,2990hz,3000hz,3010hz,3020hz,3030hz,3040hz,3050hz,3060hz,3070hz,3080hz,3090hz,3100hz,3110hz,3120hz,3130hz,3140hz,3150hz,3160hz,3170hz,3180hz,3190hz,3200hz,3210hz,3220hz,3230hz,3240hz,3250hz,3260hz,3270hz,3280hz,3290hz,3300hz,3310hz,3320hz,3330hz,3340hz,3350hz,3360hz,3370hz,3380hz,3390hz,3400hz,3410hz,3420hz,3430hz,3440hz,3450hz,3460hz,3470hz,3480hz,3490hz,3500hz,3510hz,3520hz,3530hz,3540hz,3550hz,3560hz,3570hz,3580hz,3590hz,3600hz,3610hz,3620hz,3630hz,3640hz,3650hz,3660hz,3670hz,3680hz,3690hz,3700hz,3710hz,3720hz,3730hz,3740hz,3750hz,3760hz,3770hz,3780hz,3790hz,3800hz,3810hz,3820hz,3830hz,3840hz,3850hz,3860hz,3870hz,3880hz,3890hz,3900hz,3910hz,3920hz,3930hz,3940hz,3950hz,3960hz,3970hz,3980hz,3990hz,4000hz,4010hz,4020hz,4030hz,4040hz,4050hz,4060hz,4070hz,4080hz,4090hz,4100hz,4110hz,4120hz,4130hz,4140hz,4150hz,4160hz,4170hz,4180hz,4190hz,4200hz,4210hz,4220hz,4230hz,4240hz,4250hz,4260hz,4270hz,4280hz,4290hz,4300hz,4310hz,4320hz,4330hz,4340hz,4350hz,4360hz,4370hz,4380hz,4390hz,4400hz,4410hz,4420hz,4430hz,4440hz,4450hz,4460hz,4470hz,4480hz,4490hz,4500hz,4510hz,4520hz,4530hz,4540hz,4550hz,4560hz,4570hz,4580hz,4590hz,4600hz,4610hz,4620hz,4630hz,4640hz,4650hz,4660hz,4670hz,4680hz,4690hz,4700hz,4710hz,4720hz,4730hz,4740hz,4750hz,4760hz,4770hz,4780hz,4790hz,4800hz,4810hz,4820hz,4830hz,4840hz,4850hz,4860hz,4870hz,4880hz,4890hz,4900hz,4910hz,4920hz,4930hz,4940hz,4950hz,4960hz,4970hz,4980hz,4990hz,5000hz,5010hz,5020hz,5030hz,5040hz,5050hz,5060hz,5070hz,5080hz,5090hz,5100hz,5110hz,5120hz
0,3,2,2,전기/기계음,,,,,,,,330,446,330,528,330,576,330,556,330,436,330,394,330,491,330,442,330,453,330,476,0,2,4,2,4,2,4,4,4,4,4,4,4,4,6,8,15,6,6,8,9,11,23,41,21,17,28,26,43,75,113,100,243,480,122,64,81,45,34,49,75,147,168,88,40,21,21,17,15,8,8,6,6,6,4,6,6,4,6,6,6,6,4,4,6,4,4,4,4,4,4,4,4,4,4,6,6,8,8,13,15,21,9,8,6,6,4,6,6,6,6,6,6,6,6,8,9,9,13,11,6,8,6,6,8,8,11,9,11,9,6,6,6,6,6,8,6,6,6,8,6,6,6,6,6,6,4,6,6,6,4,4,4,4,6,6,4,4,6,8,8,6,6,6,6,4,4,6,4,4,4,6,6,6,4,4,6,4,4,6,6,6,4,4,4,4,4,4,6,4,6,6,4,6,6,6,4,4,4,4,4,4,4,6,4,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,4,4,4,4,4,4,4,4,4,6,4,4,6,4,4,4,4,4,6,4,4,4,4,4,4,6,4,6,4,4,4,2,4,4,4,4,4,4,4,6,4,4,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,6,4,4,4,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,4,4,4,4,4,4,4,4,6,4,4,4,4,6,4,4,4,4,4,4,6,4,4,4,4,4,4,4,4,4,6,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,6
0,3,2,1,미세누수음(지점X),,,,,,,,350,637,350,552,350,594,390,482,350,491,370,440,350,752,350,520,360,516,360,631,0,2,2,2,2,2,2,2,2,2,2,2,4,2,4,6,4,6,6,8,8,12,19,29,27,33,39,47,49,72,62,80,128,185,206,525,445,280,150,140,93,72,54,45,37,39,29,25,19,19,12,14,14,12,8,6,8,6,4,4,6,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,6,6,6,8,12,10,16,16,16,21,23,23,29,33,45,49,56,60,47,37,29,29,21,19,19,19,12,14,10,10,12,8,8,8,8,6,4,4,4,4,4,4,2,4,2,2,4,4,4,2,2,2,2,2,2,4,2,2,2,2,2,2,2,4,4,2,4,2,2,2,2,2,4,4,4,4,4,6,6,8,6,6,6,8,10,10,14,10,14,10,10,8,8,8,6,6,6,6,6,4,6,4,6,6,4,4,4,4,4,2,2,4,2,4,4,4,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,4,4,4,4,2,4,4,4,4,4,4,4,4,2,4,2,4,4,2,2,4,4,2,4,2,4,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,2,4,2,2,2,2,2,2,2,2,2,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,4,2,2,2,2,2,4,2,2,2,2,2,4,2,4,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2
0,1,2,1,미세누수음(지점X),,,,,,,,360,845,360,766,360,783,360,672,360,903,360,767,360,714,360,621,360,852,360,873,0,6,6,6,9,9,9,9,9,9,12,12,12,9,12,12,15,21,28,24,40,43,34,34,37,31,28,31,28,40,46,58,67,76,104,187,780,404,205,110,83,67,52,46,43,31,31,34,34,28,37,31,40,34,40,37,24,21,18,15,15,15,18,15,18,18,15,15,12,12,9,12,9,9,9,9,6,9,9,9,6,9,9,12,12,12,9,12,12,15,15,18,15,15,21,21,24,18,21,18,21,18,18,24,24,31,37,40,70,92,67,61,40,34,31,34,24,28,31,37,40,46,52,55,55,40,52,46,43,40,24,31,31,31,28,31,34,37,34,28,21,21,18,15,15,15,12,12,12,9,12,12,9,9,9,9,9,9,9,12,12,12,12,12,9,12,9,12,12,12,12,9,9,9,9,12,9,12,12,15,18,18,21,18,15,15,15,15,12,12,12,15,15,15,18,18,24,18,18,18,18,18,15,15,15,12,12,15,12,12,15,15,9,12,9,12,9,9,9,9,9,6,6,9,6,6,6,6,9,6,6,6,9,6,6,6,6,6,6,9,6,6,6,6,6,6,6,6,9,6,6,6,9,6,6,9,6,9,6,6,6,6,6,6,6,6,6,6,9,6,9,9,6,9,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,6,6,6,3,6,6,3,3,3,6,3,3,3,6,3,3,3,3,3,3,6,3,3,3,3,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,3,3,3,3,3,3,3,3,3,3,3,3,3,6,3,3,3,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,3,3,3,3,3,3,3,3,6,3,3,3,6,3,6,6,3,3,3,3,3,3,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,3,6,3,3,3,3,3,6,3,6,3,3,3,3,6,6,3,6,3,6,3,3,6,3,3,6,3,6,3,6,6,6,6,6,6,6
0,0,2,4,사용음,,,,,,,,310,413,310,362,310,427,310,464,310,546,310,723,310,831,310,338,310,801,310,571,0,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,4,4,4,4,4,4,11,13,17,24,30,36,56,79,122,547,290,184,148,112,86,58,36,30,21,15,9,6,9,13,13,13,9,9,6,6,4,4,4,4,4,4,6,13,17,24,13,6,6,4,4,2,2,2,2,4,4,2,2,4,4,4,2,6,4,6,9,6,6,4,4,4,6,6,6,9,13,21,26,24,17,15,13,11,11,9,6,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,2,2,2,4,4,2,4,4,4,2,2,2,2,4,2,4,2,4,2,4,4,4,4,4,6,4,4,4,4,6,4,4,4,4,4,4,4,4,6,4,6,4,6,4,6,4,4,4,2,4,2,4,4,4,2,4,4,2,4,4,4,4,4,4,2,2,4,2,2,2,2,4,4,4,4,2,2,2,4,2,2,4,4,2,4,4,4,4,4,2,4,4,6,4,4,4,4,4,4,4,4,4,4,6,6,6,4,4,6,4,4,6,4,4,4,4,4,4,4,4,4,4,2,4,4,2,2,4,4,2,2,4,4,4,4,4,4,2,2,2,4,2,2,4,4,4,4,4,4,2,4,4,4,4,4,2,2,4,2,4,4,2,2,2,4,2,2,4,4,2,4,4,2,2,2,4,2,4,2,4,4,4,4,2,2,4,4,2,2,4,4,2,4,2,2,4,2,4,4,4,4,2,4,4,2,2,2,2,2,2,4,4,4,2,2,4,4,4,2,4,4,2,4,4,4,4,2,2,4,4,2,4,2,4,2,4,2,2,4,4,2,2,4,4,4,4,4,2,4,4,2,2,2,4,2,4,2,4,4,2,4,2,4,2,2,2,2,2,2,4,4,4,4,2,4,2,4,4,2,4,2,2,4,4,2,4,4,4,4,4,4,4,4,2,4,4,2,4,4,4,4,4,2,2,4,4,4,4,4,4,4,4,2,4,4,4,2,4,2,4,4,2,4,2,4,2,4,4,2,2,4,2,2,2,2,2,4,4,2,4,2,4,4,2,4,4,2,2,4,2,4,4,4,4,2,2,4,2,2,2,4,4,2,2,4,4,4,2,4,4,2,2,4,4,4,2,4,4,4,2,4,2,4,2,4,4,2,4,2,2,2,2,4,2,4
0,3,2,2,전기/기계음,,,,,,,,360,153,240,97,240,99,360,118,360,214,360,287,360,338,360,448,360,448,360,510,0,4,4,4,5,4,4,4,4,4,3,3,10,4,4,3,4,5,5,6,7,7,8,8,89,9,8,7,8,7,10,15,18,22,26,26,265,32,30,23,20,15,16,8,5,6,5,5,17,5,5,4,3,4,5,5,4,5,3,5,4,5,4,4,4,3,5,5,5,4,5,5,5,4,5,4,5,5,5,5,4,5,5,5,4,5,6,5,5,5,4,5,5,4,4,5,4,5,5,4,5,4,6,5,5,5,5,4,5,6,6,5,4,5,5,5,6,5,5,5,5,4,5,4,5,5,5,6,6,5,5,5,5,5,6,5,5,5,5,6,5,6,4,4,5,6,5,4,5,4,5,4,5,5,5,4,5,5,4,4,5,5,5,5,6,5,4,5,5,6,6,5,5,5,5,6,4,5,5,5,5,4,5,5,4,5,6,5,5,4,6,5,5,5,4,5,5,5,4,4,5,5,5,5,4,5,5,6,4,6,5,5,6,4,5,6,5,4,5,5,5,4,5,5,5,5,5,6,4,5,5,5,4,5,4,5,5,5,4,5,6,5,6,5,5,4,6,5,6,4,5,5,5,5,5,5,6,5,4,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,6,5,4,6,5,5,4,5,4,6,4,5,6,5,4,4,5,5,5,5,6,6,5,5,5,6,5,5,6,5,5,6,5,5,6,4,5,6,5,5,5,5,6,5,5,6,5,6,5,6,4,5,5,6,5,5,5,4,5,4,5,6,5,5,4,4,4,5,5,6,6,5,5,4,4,6,5,5,4,4,4,6,5,5,5,5,6,5,6,5,5,6,5,5,6,6,5,6,6,5,5,4,5,5,4,5,6,5,6,5,5,5,4,6,5,5,5,6,4,5,5,5,6,6,5,5,6,5,6,6,5,4,5,5,6,6,5,5,6,5,5,5,5,6,6,6,5,5,4,5,5,4,5,4,6,5,6,6,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,6,4,5,4,4,5,5,5,5,6,5,7,5,6,6,5,5,5,5,6,6,6,5,5,6,5,6,5,5,6,5,6,5,6,5,6,5,4,5,5,5,4,5,4,4,6,5,5,5,5,5,6,6,6,5,5,6
0,3,2,0,옥내누수,,,,,,,,350,764,350,778,340,697,340,576,350,725,340,682,350,732,350,792,350,763,350,580,0,11,11,13,13,11,11,13,13,13,13,13,13,13,13,13,16,11,16,16,16,19,21,16,21,27,24,27,29,32,45,72,106,215,577,678,194,85,58,51,40,29,29,29,21,24,16,21,19,13,13,19,16,13,11,13,13,16,13,16,13,13,16,16,16,13,13,13,11,13,13,13,13,13,13,13,19,13,16,13,13,16,16,13,19,16,13,19,19,16,19,19,19,16,19,21,16,21,19,27,27,29,53,82,96,45,32,27,24,21,19,13,16,16,13,13,13,16,13,13,16,13,11,13,13,13,13,11,13,13,13,11,16,13,13,11,11,16,13,13,16,19,16,19,21,16,13,16,19,16,19,16,16,19,16,16,19,19,21,16,21,16,19,21,21,21,19,21,21,21,24,27,29,29,24,19,21,16,19,16,13,13,13,16,13,13,13,13,13,13,13,13,13,13,16,13,13,13,13,13,13,19,13,16,16,16,19,16,16,16,27,27,29,29,24,21,19,16,16,19,19,19,13,19,19,19,19,21,21,21,24,19,19,19,21,21,24,21,24,21,19,19,16,16,16,19,19,13,19,16,16,13,13,13,13,13,11,13,13,16,13,19,19,19,16,21,16,16,19,19,24,19,19,24,24,21,27,21,29,29,43,56,51,40,35,27,19,21,19,21,19,19,16,16,19,16,21,19,19,16,19,19,19,19,24,21,16,19,19,19,19,13,13,13,16,13,16,13,13,16,13,11,16,11,13,16,13,19,19,19,24,24,27,24,24,32,27,32,35,35,37,40,40,35,40,43,45,40,37,43,43,32,29,27,27,27,27,24,21,19,21,16,16,19,16,16,16,16,11,13,16,13,16,16,16,13,16,16,19,16,13,13,13,11,13,13,13,13,16,16,13,16,13,24,24,21,29,35,35,45,45,53,56,66,72,72,72,74,77,69,90,93,85,82,72,74,88,96,80,82,69,56,56,51,40,43,40,32,29,24,21,19,13,16,16,13,13,13,13,16,16,13,16,16,13,13,16,13,13,13,13,13,13,13,13,13,13,16,13,19,16,16,13,16,16,16,21,21,21,21,32,29,32,32,32,35,40,45,40,43,37,48,40,43,37,43,45,48,37,35,32,29,29,24,29,24,24,21,19,19,11,13,13,13,13,13,13,11,11,13,11,16,13
0,1,2,4,사용음,,,,,,,,330,599,330,311,330,438,340,390,320,448,330,529,340,416,330,527,340,463,330,556,0,2,3,2,3,3,2,3,3,5,5,7,22,15,15,19,22,22,22,8,14,24,22,25,27,24,34,29,32,41,61,119,357,432,351,125,76,58,37,34,25,17,14,14,10,8,8,7,7,7,7,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,5,3,3,5,5,5,5,7,7,5,5,5,5,5,7,7,7,7,7,5,8,12,17,30,32,27,19,10,10,8,5,5,5,5,5,5,5,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,5,5,3,5,3,5,5,3,5,3,5,5,7,7,7,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,3,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,2,3,3,5,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,5,2,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,3,3,3,3,3,3,2,5,3,3,3,5,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,5,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,5,3,3,3,3,2,3,3,3,3,5,3,3,3,5,3,3,3,3,5,5,3,3,3,5,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,5,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,2,5,3,3,3,3,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,3,3,3,3,3,3,3
0,1,2,1,미세누수음(지점X),,,,,,,,340,608,350,606,350,510,350,576,340,582,340,511,350,597,350,778,350,812,340,586,0,2,2,2,2,2,2,4,16,4,4,2,2,4,4,9,9,11,18,9,7,9,9,11,20,20,27,22,22,27,35,58,104,160,485,565,195,89,51,33,27,20,13,11,9,7,4,2,4,2,4,4,4,4,4,2,2,2,2,2,2,4,4,2,2,2,2,2,2,2,2,0,2,2,2,2,2,4,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,7,7,11,18,27,42,44,31,16,9,4,4,4,4,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,4,7,4,7,7,9,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,4,4,2,2,2,2,2,2,2,2,4,2,2,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,4,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,4,2,2,2,4,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,4,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,4,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2
0,1,2,2,전기/기계음,,,,,,,,360,1180,360,1194,360,1183,360,1193,360,1154,360,377,360,1145,350,432,350,385,360,1201,0,4,4,4,4,4,4,4,7,4,7,11,11,7,11,14,7,11,11,11,11,11,11,14,43,18,11,14,22,29,43,65,76,91,112,210,924,141,101,83,76,54,36,29,18,14,11,18,54,29,25,14,14,11,11,11,11,11,11,7,11,7,7,4,4,4,7,4,7,4,7,4,4,4,7,4,4,7,4,4,4,4,4,7,7,7,7,11,7,11,7,7,7,7,7,11,22,11,7,11,11,14,14,18,18,22,29,65,156,40,25,18,18,14,14,14,7,7,11,11,33,11,11,11,7,7,7,11,7,7,7,7,11,7,11,7,7,7,4,7,7,7,7,4,4,4,7,4,7,4,7,7,7,4,4,4,7,7,7,7,7,4,4,4,7,7,7,7,11,7,7,4,7,7,7,7,11,11,14,29,36,22,11,11,7,7,11,7,11,11,7,11,18,7,11,7,7,7,7,7,7,7,7,7,7,7,7,11,7,7,7,7,7,11,7,4,7,4,4,7,7,7,4,7,4,4,7,4,4,7,4,4,4,7,4,4,4,4,7,7,7,7,4,7,4,7,7,7,7,4,7,11,7,11,7,4,4,4,7,4,7,7,4,7,7,7,7,7,7,4,4,7,7,11,14,11,14,22,40,29,18,11,7,7,7,7,4,7,7,7,7,11,7,4,7,7,4,7,4,4,4,4,4,7,7,4,7,7,7,11,7,11,7,7,7,7,14,11,11,14,11,18,7,18,18,18,18,14,11,14,11,4,11,7,7,7,7,7,7,7,11,7,11,7,11,11,11,11,11,11,11,11,7,7,4,7,11,7,7,7,4,7,4,7,4,7,4,4,7,4,4,4,4,7,4,4,4,4,7,4,4,7,4,7,7,4,7,4,4,4,4,4,4,4,7,7,4,4,4,7,7,7,7,7,7,7,7,11,7,7,11,11,11,14,18,29,36,47,43,43,51,54,40,43,33,43,47,40,29,47,36,40,33,25,29,18,18,18,14,14,11,11,11,7,11,11,7,14,11,11,7,7,11,7,11,7,11,11,11,11,11,7,7,7,7,4,7,7,4,7,4,7,4,7,4,4,7,7,4,7,4,4,7,4,4,7,7,7,7,7,14,7,4,11,11,7,7,7,7,7,7,11,11,11,14,14,7,11,7,7,7,4,7
0,0,2,1,옥외누수,,,,,,,,350,423,350,600,350,688,350,528,350,620,350,752,350,674,360,566,350,588,360,534,0,2,2,2,2,2,2,2,2,2,2,4,2,2,2,7,4,2,11,7,4,4,4,4,7,9,11,18,22,48,42,51,84,185,147,561,378,200,101,73,79,40,31,31,29,20,15,11,11,9,7,11,4,7,4,4,4,4,4,4,2,4,4,2,2,2,4,2,2,4,4,2,2,2,2,4,7,7,4,4,4,4,4,4,4,4,4,4,4,4,2,2,4,4,4,4,4,4,9,9,9,13,18,24,31,42,35,37,29,18,13,11,11,9,9,7,7,4,7,4,7,4,4,4,7,4,4,4,4,4,4,4,4,4,7,7,7,4,7,4,4,4,7,7,4,4,7,4,4,4,7,7,7,9,7,7,7,7,7,4,7,7,7,7,7,7,7,9,11,13,13,9,11,13,11,11,13,15,13,9,9,7,9,9,9,9,11,9,9,11,7,9,9,11,11,13,13,11,11,13,13,11,11,13,13,11,11,9,9,9,11,11,9,11,9,9,7,9,9,9,9,7,7,7,7,7,7,7,7,9,4,4,7,4,2,4,4,4,4,4,2,4,2,4,4,4,4,4,7,4,4,2,2,4,4,2,4,4,4,4,4,7,4,4,4,4,4,4,2,4,4,4,4,4,4,4,2,2,4,4,7,9,9,13,20,24,18,11,9,11,9,4,4,4,4,7,4,2,4,4,2,2,2,4,2,2,2,2,2,2,4,2,2,2,2,4,2,2,4,2,2,2,4,2,2,2,2,2,2,2,2,4,2,2,2,2,2,4,2,2,2,2,2,4,2,2,2,2,2,4,2,2,2,2,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,2,4,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,4,2,2,2,2,4,2,2,2,2,2,2,2,4,2,2,2,4,2,2,2,2,2,2,2,4,2,2,4,2,2,4,2,2,4,4,2,2,4,4,4,2,2,2,2,2,4,4,4,2,2,4,2,2,2
